code,industry,concepts,industry_rank,industry_change_pct,industry_heat_score,concept_heat_score,board_heat_score,board_heat_latest_score,board_heat_trend_score,board_heat_persistence_score,board_heat_cooling_score,board_heat_observations,board_heat_summary,board_heat_state
688228,计算机软件,国产软件|智慧政务|虚拟电厂|元宇宙概念|信创|DeepSeek概念|大数据|华为概念|科创板做市股|多模态AI|AI应用|数据要素|人工智能|虚拟数字人|AIGC概念|互联网服务|电网概念|ChatGPT概念|财税数字化,,,,,,,,,,,,
688229,互联网服务,人工智能|阿里概念|大数据|AI应用|百度概念|互联网服务|华为概念|信创,,,,,,,,,,,,
688230,半导体,氮化镓|国产芯片|半导体概念|人形机器人|小米概念|IGBT概念|第三代半导体,,,,,,,,,,,,
688231,金属非金属新材料,军民融合|军工|大飞机|新材料,,,,,,,,,,,,
688232,计算机软件,智慧城市|房屋检测|智慧政务|AI应用|国产软件,,,,,,,,,,,,
688233,半导体,半导体概念|中芯概念|国产芯片,,,,,,,,,,,,
688234,半导体,第三代半导体|半导体概念|碳化硅,,,,,,,,,,,,
688235,生物医药,单抗概念|创新药,,,,,,,,,,,,
688236,医疗器械,医疗器械概念,,,,,,,,,,,,
688237,航空航天装备,航天航空,,,,,,,,,,,,
688238,生物医药,CRO|CAR-T细胞疗法|免疫治疗|创新医疗服务,,,,,,,,,,,,
688239,航空航天装备,大飞机|核能核电|商业航天|航天航空|西部大开发,,,,,,,,,,,,
688244,计算机软件,网络安全|人工智能|AI应用|军工|商业航天|职业教育|数据安全|信创|微盘股|DeepSeek概念,,,,,,,,,,,,
688246,计算机软件,信创|微盘股|AI应用|互联网医疗|阿里概念|创新医疗服务|DRG/DIP|AI制药（医疗）,,,,,,,,,,,,
688247,生物医药,创新医疗服务|央国企改革|CRO,,,,,,,,,,,,
688248,输变电设备,央国企改革|虚拟电厂|储能概念|智能电网|无人机|电网概念|机器人概念,,,,,,,,,,,,
688249,半导体,半导体概念|央国企改革,,,,,,,,,,,,
688251,计算机软件,快递概念|人工智能|机器人概念|数字孪生|微盘股|人形机器人|智能驾驶,,,,,,,,,,,,
688252,半导体,半导体概念|国产芯片|华为概念|小米概念,,,,,,,,,,,,
688253,生物医药,病原体防治|体外诊断概念|流感|幽门螺杆菌概念|精准诊断,,,,,,,,,,,,
688255,机器人,机器人概念|人形机器人,,,,,,,,,,,,
688256,半导体,先进封装|国产芯片|AI芯片|阿里概念|数据中心|边缘计算|算力概念|人工智能|半导体概念,,,,,,,,,,,,
688257,金属制品,新材料|PCB,,,,,,,,,,,,
688258,计算机软件,互联网服务|AIPC|物联网|华为海思|华为概念|AI应用|DeepSeek概念|国产软件|云计算|华为欧拉,,,,,,,,,,,,
688259,半导体,国产芯片|半导体概念|人形机器人,,,,,,,,,,,,
688260,电子设备制造,荣耀概念|MLCC|小米概念|华为概念,,,,,,,,,,,,
688261,半导体,储能概念|碳化硅|脑机接口|数据中心|算力概念|充电桩|机器人概念|半导体概念|IGBT概念|第四代半导体,,,,,,,,,,,,
688262,半导体,电子身份证|存储芯片|边缘计算|数字货币|半导体概念|AI芯片|智能驾驶|网络安全|高带宽内存|人工智能|国产芯片|量子科技|汽车芯片,,,,,,,,,,,,
688265,生物医药,转基因,,,,,,,,,,,,
688266,化学制药,单抗概念|免疫治疗|AI制药（医疗）,,,,,,,,,,,,
688267,化学制品,煤化工概念|环氧丙烷|新材料|尾气治理,,,,,,,,,,,,
688268,化学原料,半导体概念|化工原料|第三代半导体|中芯概念|光刻机|新材料|高带宽内存|氢能源|氦气概念|工业气体,,,,,,,,,,,,
688269,化学制品,西部大开发|央国企改革|氢能源|新材料|节能环保,,,,,,,,,,,,
688270,半导体,军工|无人机|商业航天|半导体概念|卫星互联网|国产芯片,,,,,,,,,,,,
688271,医疗器械,医疗器械概念|脑机接口,,,,,,,,,,,,
688272,地面装备,军民融合|智能驾驶|半导体概念|微盘股|军工,,,,,,,,,,,,
688273,医疗器械,机器人概念|养老概念|人工智能|婴童概念|医疗器械概念|AI智能体|脑机接口|AI制药（医疗）|辅助生殖,,,,,,,,,,,,
688275,金属非金属新材料,固态电池|储能概念|钠离子电池|锂电池概念|电池技术,,,,,,,,,,,,
688276,生物医药,央国企改革|阿兹海默|生物疫苗|病毒防治|流感|病原体防治|单抗概念|创新药,,,,,,,,,,,,
688277,医疗器械,并购重组概念|医疗器械概念|机器人概念,,,,,,,,,,,,
688278,生物医药,肝炎概念|生物疫苗|科创板做市股|独家药品|免疫治疗|病原体防治|创新药,,,,,,,,,,,,
688279,半导体,汽车芯片|国产芯片|半导体概念,,,,,,,,,,,,
688280,汽车,智能驾驶|新能源车|减速器,,,,,,,,,,,,
688281,航空航天装备,军工|新材料|西部大开发,,,,,,,,,,,,
688282,地面装备,军工|无人机|卫星导航|军民融合|智能驾驶|商业航天,,,,,,,,,,,,
688283,通用设备,商业航天|军工|5G概念|西部大开发|通信技术,,,,,,,,,,,,
688285,基础建设,央国企改革|交运设备|铁路基建|新能源车|一带一路|西部大开发,,,,,,,,,,,,
688286,电子器件,电子烟|消费电子概念|AI眼镜|并购重组概念|传感器|国产芯片|半导体概念|物联网|无线耳机|人工智能,,,,,,,,,,,,
688288,电子设备制造,人工智能|微盘股|智能驾驶|EDR概念|车联网(车路云)|智慧城市|尾气治理|胎压监测|数据要素|大数据,,,,,,,,,,,,
688289,生物医药,体外诊断概念|重组蛋白|精准医疗|流感|AI制药（医疗）|精准诊断|阿里概念|基因测序|肝炎概念|病原体防治,,,,,,,,,,,,
688290,机器人,可控核聚变|机器人概念|军工|核能核电,,,,,,,,,,,,
688291,计算机软件,3D打印|航天航空,,,,,,,,,,,,
688292,互联网服务,华为昇腾|数据要素|智能驾驶|多模态AI|网络安全|华为欧拉|AI智能体|数据中心|互联网服务|人工智能|车联网(车路云)|数据安全|AIGC概念,,,,,,,,,,,,
688293,生物医药,重组蛋白|CRO,,,,,,,,,,,,
688295,合成纤维及树脂,飞行汽车(eVTOL)|商业航天|央国企改革|氢能源|PEEK材料概念|低空经济|碳纤维,,,,,,,,,,,,
688296,计算机软件,AI智能体|华为概念|人工智能|AI应用|物联网|DeepSeek概念|传感器|数字经济|微盘股,,,,,,,,,,,,
688297,航空航天装备,央国企改革|科创板做市股|低空经济|军工|一带一路|西部大开发|航天航空|人工智能|无人机,,,,,,,,,,,,
688298,生物医药,精准诊断|病原体防治|农药兽药|基因测序|海南自贸|肝炎概念|贬值受益|流感|宠物经济|医疗器械概念|体外诊断概念,,,,,,,,,,,,
688299,光电子器件,光伏概念|LED概念|PCB|新材料|电池技术|华为概念|固态电池,,,,,,,,,,,,
688300,化学新材料,5G概念|PCB|高带宽内存,,,,,,,,,,,,
688301,医疗器械,体外诊断概念|安防概念|精准医疗|医疗器械概念|PCB,,,,,,,,,,,,
688302,生物医药,减肥药|创新药|西部大开发,,,,,,,,,,,,
688303,电源设备,半导体概念|西部大开发|光伏概念,,,,,,,,,,,,
688305,通用设备,大飞机|军工|机器人概念|商业航天|半导体概念|工业母机,,,,,,,,,,,,
688306,汽车,医疗器械概念|智能驾驶|机器视觉|机器人概念|新能源车|人形机器人,,,,,,,,,,,,
688307,光电子器件,光刻机|智能家居|智慧城市|华为概念|智能驾驶|无人机|机器人概念|机器视觉,,,,,,,,,,,,
688308,金属制品,风能|工业母机|PCB|机器人概念|人形机器人|新能源车,,,,,,,,,,,,
688309,专用设备,节能环保,,,,,,,,,,,,
688310,医疗器械,医疗器械概念|微盘股,,,,,,,,,,,,
688311,通信设备,卫星互联网|物联网|军工|安防概念|卫星导航|电网概念|先进封装|军民融合|智能电网|商业航天|西部大开发,,,,,,,,,,,,
688312,专用设备,5G概念|通信技术|CPO概念|苹果概念|PCB|深圳特区,,,,,,,,,,,,
688313,电子器件,5G概念|光纤概念|光通信模块|F5G概念|数据中心|通信技术|CPO概念|国产芯片|激光雷达,,,,,,,,,,,,
688314,医疗器械,PEEK材料概念|医疗器械概念|西部大开发,,,,,,,,,,,,
688315,医疗服务,基因测序|医疗器械概念|AI制药（医疗）|量子科技|精准诊断,,,,,,,,,,,,
688316,计算机软件,信创|英伟达概念|微盘股|华为概念|云计算|边缘计算|算力概念|互联网服务,,,,,,,,,,,,
688317,生物医药,医疗器械概念|病原体防治|病毒防治|精准医疗|体外诊断概念|精准诊断,,,,,,,,,,,,
688318,计算机软件,互联网金融|人工智能|DeepSeek概念|创投|科创板做市股|国产软件|AI智能体|云计算|深圳特区|数据要素|ChatGPT概念|大数据,,,,,,,,,,,,
688319,生物医药,西部大开发|创新药|生物疫苗,,,,,,,,,,,,
688320,通用设备,机器人概念|人形机器人|工业互联网|电池技术|新型工业化|国产芯片|锂电池概念,,,,,,,,,,,,
688321,化学制药,深圳特区|病毒防治|创新药|病原体防治,,,,,,,,,,,,
688322,电子设备制造,边缘计算|3D摄像头|人工智能|生物识别|机器视觉|元宇宙概念|国产芯片|虚拟现实|人形机器人|数字孪生|3D打印|传感器|英伟达概念|机器人概念,,,,,,,,,,,,
688323,化学制品,商业航天|风能|固态电池|华为概念|深圳特区|储能概念|电池技术|PCB|空间站概念,,,,,,,,,,,,
688325,半导体,国产芯片|半导体概念|锂电池概念|科创板做市股|电池技术,,,,,,,,,,,,
688326,汽车,大飞机|低空经济|DeepSeek概念|新能源车|毫米波概念|激光雷达|大数据|商业航天|小米汽车|机器人概念|智能驾驶|车联网(车路云)|数据中心|固态电池,,,,,,,,,,,,
688327,计算机软件,生物识别|信创|AI应用|算力概念|智慧政务|AI智能体|华为概念|多模态AI|区块链|智慧城市|ChatGPT概念|人形机器人|机器视觉|DeepSeek概念|人工智能|华为昇腾|虚拟数字人,,,,,,,,,,,,
688328,专用设备,华为概念|机器人执行器|柔性屏(折叠屏)|机器人概念|深圳特区|虚拟现实|半导体概念|OLED|存储芯片|显示技术|AI眼镜,,,,,,,,,,,,
688329,医疗器械,中药概念|互联网医疗|医疗器械概念|微盘股|机器人概念,,,,,,,,,,,,
688330,其他电气设备,电网概念|智能电网,,,,,,,,,,,,
688331,生物医药,创新药,,,,,,,,,,,,
688332,半导体,国产芯片|小米概念|无线耳机|半导体概念|消费电子概念|AI眼镜,,,,,,,,,,,,
688333,电子设备制造,电池技术|3D打印|商业航天|军工|西部大开发|无人机|飞行汽车(eVTOL)|安防概念|大飞机|机器人概念|低空经济|固态电池,,,,,,,,,,,,
688334,专业服务,储能概念|风能|一带一路|智能电网|超导概念|西部大开发|电网概念|央国企改革|充电桩|特高压|电池技术|核能核电|新能源|海洋经济|固态电池,,,,,,,,,,,,
688335,专用设备,节能环保|氢能源|碳交易,,,,,,,,,,,,
688336,生物医药,重组蛋白|单抗概念|创新药,,,,,,,,,,,,
688337,通用设备,量子科技|光通信模块|科创板做市股,,,,,,,,,,,,
688338,医疗器械,精准诊断|体外诊断概念|医疗器械概念,,,,,,,,,,,,
688339,电源设备,燃料电池概念|新能源车|氢能源|电池技术|节能环保,,,,,,,,,,,,
688343,计算机软件,智慧政务|AI芯片|边缘计算|首发经济|人工智能|信创|ChatGPT概念|华为概念|AI眼镜|智能穿戴|多模态AI|低空经济|算力概念|DeepSeek概念|智慧城市|机器视觉|AI智能体|消费电子概念|华为昇腾|车联网(车路云)|机器人概念,,,,,,,,,,,,
688345,电源设备,锂电池概念|储能概念|电池技术|固态电池,,,,,,,,,,,,
688347,半导体,央国企改革|半导体概念|存储芯片,,,,,,,,,,,,
688348,输变电设备,光伏概念|储能概念|新能源,,,,,,,,,,,,
688349,电源设备,风能,,,,,,,,,,,,
688350,化学制品,半导体概念|新材料|节能环保|氢能源,,,,,,,,,,,,
688351,医疗器械,医疗器械概念,,,,,,,,,,,,
688352,半导体,半导体概念|先进封装|OLED|国产芯片|央国企改革,,,,,,,,,,,,
688353,化学制品,电池技术|锂电池概念|有机硅概念|固态电池,,,,,,,,,,,,
688355,金属制品,机器人概念|新型工业化|科创板做市股|工业母机|微盘股,,,,,,,,,,,,
688356,化学制药,创新药|医疗器械概念|医美概念|新消费,,,,,,,,,,,,
688357,化学制品,氢能源|煤化工概念|并购重组概念|尾气治理|新材料|核污染防治,,,,,,,,,,,,
688358,医疗器械,贬值受益|AI应用|人工智能|医疗器械概念,,,,,,,,,,,,
688359,化学制品,PCB|电池技术|复合集流体|HJT电池|锂电池概念|固态电池|光伏概念,,,,,,,,,,,,
688360,通用设备,锂电池概念|人工智能|统一大市场|拼多多概念|人形机器人|跨境电商|冷链物流|华为概念|数字孪生|机器人概念|电池技术,,,,,,,,,,,,
688361,专用设备,半导体概念|中芯概念|高带宽内存,,,,,,,,,,,,
688362,半导体,国产芯片|半导体概念|先进封装,,,,,,,,,,,,
688363,生物医药,合成生物|医美概念|化妆品概念|新消费|医疗器械概念|科创板做市股|零售概念,,,,,,,,,,,,
688365,计算机软件,电商概念|人工智能|小红书概念|数字经济|新零售|阿里概念|财税数字化|跨境电商|拼多多概念|云计算|互联网服务|AI应用|国产软件|ERP概念,,,,,,,,,,,,
688366,生物医药,医美概念|创新药|医疗器械概念|新消费,,,,,,,,,,,,
688367,铁路设备,铁路基建|交运设备,,,,,,,,,,,,
688368,半导体,国产芯片|英伟达概念|小米概念|半导体概念|并购重组概念|LED概念,,,,,,,,,,,,
688369,计算机软件,大数据|阿里概念|华为概念|鸿蒙概念|智慧政务|百度概念|AI智能体|信创|AI应用|数字经济|微盘股|国产软件|ERP概念|财税数字化|人工智能|区块链,,,,,,,,,,,,
688370,环保,节能环保,,,,,,,,,,,,
688371,电子设备制造,国产芯片|智能家居|新能源车|小米概念|液冷服务器|华为概念|医疗器械概念|苹果概念,,,,,,,,,,,,
688372,半导体,半导体概念|汽车芯片|中芯概念|算力概念,,,,,,,,,,,,
688373,生物医药,创新药,,,,,,,,,,,,
688375,半导体,国产芯片|通信技术|央国企改革|第三代半导体|5G概念|军工,,,,,,,,,,,,
688376,专用设备,数据中心|半导体概念|阿里概念|节能环保,,,,,,,,,,,,
688377,专用设备,油气设服|油气资源,,,,,,,,,,,,
688378,光电子器件,柔性屏(折叠屏)|显示技术|荣耀概念|MicroLED|玻璃基板|华为概念|OLED|钙钛矿电池|AI眼镜,,,,,,,,,,,,
688379,金属制品,机器人概念|新材料|无人机|绿色电力|液冷服务器|电池技术|商业航天|新能源车|刀片电池|国产芯片|半导体概念,,,,,,,,,,,,
688380,半导体,电子烟|消费电子概念|小米概念|半导体概念|华为汽车|传感器|汽车芯片|人形机器人|国产芯片|存储芯片,,,,,,,,,,,,
688381,半导体,汽车芯片|AI眼镜|传感器|半导体概念|AI手机|人形机器人|机器人概念|小米概念|国产芯片,,,,,,,,,,,,
688382,生物医药,创新药,,,,,,,,,,,,
688383,专用设备,电池技术|人形机器人|玻璃基板|LED概念|半导体概念|锂电池概念|机器人概念|深圳特区|商业航天|MicroLED,,,,,,,,,,,,
688385,半导体,商业航天|电网概念|智能电网|国产芯片|AI芯片|半导体概念|存储芯片,,,,,,,,,,,,
688386,橡胶制品,新能源车|商业航天|并购重组概念|军工|新材料|可控核聚变|通信技术|人形机器人|PCB|电池技术|氟化工概念|铜缆高速连接|燃料电池概念|6G概念|氢能源,,,,,,,,,,,,
688387,互联网服务,通信技术|央国企改革|人工智能|5G概念|6G概念|卫星互联网|商业航天|一带一路|边缘计算,,,,,,,,,,,,
688388,金属非金属新材料,复合集流体|PCB|电池技术|固态电池|新材料|锂电池概念|光通信模块|新能源车,,,,,,,,,,,,
688389,医疗器械,病原体防治|医疗器械概念|医美概念|深圳特区|DeepSeek概念|体外诊断概念|精准诊断|AI智能体,,,,,,,,,,,,
688390,电源设备,智能电网|光伏概念|物联网|虚拟电厂|大数据|新能源|风能|储能概念|电网概念|充电桩|智能家居,,,,,,,,,,,,
688391,半导体,电网概念|物联网|智能电网|国产芯片|半导体概念,,,,,,,,,,,,
688392,专用设备,新能源车|半导体概念|电池技术|先进封装|复合集流体|固态电池|存储芯片,,,,,,,,,,,,
688393,生物医药,医疗器械概念|体外诊断概念|免疫治疗|AI制药（医疗）|互联网医疗|微盘股|精准诊断,,,,,,,,,,,,
688395,电机,微盘股|新能源车|深圳特区,,,,,,,,,,,,
688396,半导体,工业互联网|存储芯片|第三代半导体|消费电子概念|机器人概念|小米概念|央国企改革|国产芯片|汽车芯片|无线充电|半导体概念|碳化硅|传感器|氮化镓|IGBT概念|先进封装,,,,,,,,,,,,
688398,化学制品,冷链物流|新材料,,,,,,,,,,,,
688399,医疗器械,精准诊断|体外诊断概念|流感|医疗器械概念|病原体防治,,,,,,,,,,,,
688400,专用设备,通信技术|元宇宙概念|华为概念|人形机器人|人工智能|无人机|苹果概念|机器视觉|机器人概念|混合现实|数字经济|虚拟数字人|AIGC概念|光通信模块|智谱AI概念,,,,,,,,,,,,
688401,光电子器件,国产芯片|玻璃基板|光刻机|PCB|OLED|MiniLED|半导体概念|第三代半导体,,,,,,,,,,,,
688403,电子元件,国产芯片|存储芯片|半导体概念|OLED,,,,,,,,,,,,
688408,其他电气设备,机器人概念|光伏概念,,,,,,,,,,,,
688409,半导体,光刻机|半导体概念,,,,,,,,,,,,
688410,医疗器械,西部大开发|医疗器械概念,,,,,,,,,,,,
688411,电源设备,储能概念|固态电池|电池技术,,,,,,,,,,,,
688416,电子元件,人工智能|AI芯片|国产芯片|半导体概念|存储芯片,,,,,,,,,,,,
688418,通信设备,智慧城市|5G概念|F5G概念|国产软件|量子科技|一带一路|深圳特区|通信技术|商业航天|军工|数据中心|光通信模块|卫星互联网,,,,,,,,,,,,
688419,专用设备,半导体概念,,,,,,,,,,,,
688420,专用设备,微盘股|人工智能,,,,,,,,,,,,
688425,轨道交通设备,一带一路|工业母机|AI智能体|华为概念|工程机械概念|机器人概念|央国企改革|工业互联网|地下管网|磁悬浮概念|雅下水电概念|铁路基建,,,,,,,,,,,,
688426,生物医药,幽门螺杆菌概念|医疗器械概念|病原体防治|体外诊断概念|基因测序|微盘股|精准诊断,,,,,,,,,,,,
688428,生物医药,创新药,,,,,,,,,,,,
688429,其他电气设备,BC电池|光伏概念|HJT电池|TOPCon电池,,,,,,,,,,,,
688432,半导体,半导体概念|中芯概念|存储芯片,,,,,,,,,,,,
688433,专用设备,新材料|低空经济|3D打印|飞行汽车(eVTOL),,,,,,,,,,,,
688435,计算机软件,微盘股|信创|数据安全,,,,,,,,,,,,
688439,半导体,无人机|卫星互联网|军工|西部大开发|商业航天|先进封装|央国企改革|国产芯片|半导体概念|存储芯片|人形机器人,,,,,,,,,,,,
688443,生物医药,肝炎概念|单抗概念|西部大开发|创新药,,,,,,,,,,,,
688448,通用设备,节能环保,,,,,,,,,,,,
688449,半导体,半导体概念|存储芯片,,,,,,,,,,,,
688450,其他电气设备,国产软件|物联网|光纤概念|电网概念|传感器|机器人概念|人工智能|智能电网|微盘股|地下管网,,,,,,,,,,,,
688455,通用设备,快递概念|跨境电商|智能驾驶,,,,,,,,,,,,
688456,金属非金属新材料,3D打印|军工|半导体概念|商业航天|光伏概念|小金属概念|新材料|央国企改革|MLCC,,,,,,,,,,,,
688458,半导体,小米概念|AI眼镜|消费电子概念|机器人概念|无线充电|传感器|AI手机|LED概念|半导体概念|人形机器人|新能源车,,,,,,,,,,,,
688459,轨道交通设备,铁路基建|央国企改革|中俄贸易概念|机器人概念|一带一路|交运设备,,,,,,,,,,,,
688466,环保,AI智能体|微盘股,,,,,,,,,,,,
688468,医疗器械,病毒防治|病原体防治|医疗器械概念|免疫治疗|体外诊断概念|精准诊断|辅助生殖,,,,,,,,,,,,
688469,半导体,碳化硅|半导体概念|机器人概念|中芯概念|汽车芯片|传感器|激光雷达,,,,,,,,,,,,
688472,其他电气设备,光伏概念|HJT电池|储能概念|TOPCon电池|Kimi概念,,,,,,,,,,,,
688475,电子设备制造,大数据|AI智能体|央国企改革|AI应用|物联网|机器人概念|智能家居,,,,,,,,,,,,
688478,电子设备制造,半导体概念|蓝宝石|光伏概念|碳化硅|第三代半导体|华为海思|存储芯片,,,,,,,,,,,,
688479,计算机软件,科创板做市股|ERP概念|国产软件|信创|人工智能,,,,,,,,,,,,
688480,专用设备,节能环保|土壤修复|一带一路,,,,,,,,,,,,
688484,半导体,国产芯片|锂电池概念|荣耀概念|半导体概念|阿里概念|电池技术|小米概念|AI眼镜|汽车芯片,,,,,,,,,,,,
688485,专用设备,光通信模块|光纤概念|半导体概念|噪声防治,,,,,,,,,,,,
688486,半导体,超清视频|国产芯片|半导体概念,,,,,,,,,,,,
688488,化学制药,创新药|独家药品|病原体防治|病毒防治,,,,,,,,,,,,
688489,计算机硬件,智慧政务|云计算|阿里概念|数据安全|Web3.0|跨境支付|大数据|人工智能|量子科技|信创|国产芯片|数字货币|鸿蒙概念|网络安全|区块链|DeepSeek概念|车联网(车路云)|华为概念|电子身份证|数据确权,,,,,,,,,,,,
688496,电子器件,消费电子概念|OLED|智能家居|电子纸概念|显示技术|智能穿戴,,,,,,,,,,,,
688498,电子设备制造,半导体概念|CPO概念|西部大开发|光纤概念|国产芯片|光通信模块|通信技术,,,,,,,,,,,,
688499,专用设备,华为概念|人形机器人|数字孪生|储能概念|电池技术|固态电池|机器人概念|氢能源|燃料电池概念|锂电池概念|玻璃基板,,,,,,,,,,,,
688500,互联网服务,数据中心|DeepSeek概念|智慧城市|乡村振兴|小红书概念|AI智能体|数据要素|互联网服务|大数据|抖音概念(字节概念)|虚拟数字人|AIGC概念|AI应用|阿里概念|节能环保|算力概念|人工智能|智慧政务|华为概念|AI语料,,,,,,,,,,,,
688501,专用设备,节能环保|微盘股,,,,,,,,,,,,
688502,光电子器件,智能驾驶|AI眼镜|光刻机,,,,,,,,,,,,
688503,金属非金属新材料,存储芯片|新材料|5G概念|TOPCon电池|卫星互联网|液冷服务器|HJT电池|通信技术|商业航天|光伏概念|半导体概念,,,,,,,,,,,,
688505,生物医药,医疗器械概念|特色药|独家药品|精准医疗|单抗概念|创新药|体外诊断概念,,,,,,,,,,,,
688506,生物医药,西部大开发|创新药,,,,,,,,,,,,
688507,计算机软件,并购重组概念|在线教育|人工智能|机器人概念|海洋经济|商业航天|数字孪生|低空经济,,,,,,,,,,,,
688508,半导体,氮化镓|LED概念|小米概念|半导体概念|中芯概念|汽车芯片|人形机器人|人工智能|智能电网|碳化硅|新能源车|物联网|荣耀概念|DeepSeek概念|充电桩|无人机|高压快充|电网概念|国产芯片|储能概念|机器人概念,,,,,,,,,,,,
688509,专业服务,大数据|无人机|信创|智慧城市|地下管网|互联网服务|时空大数据|物联网|PPP模式|央国企改革|人工智能|华为概念|DeepSeek概念,,,,,,,,,,,,
688510,航空航天装备,通用航空|医疗器械概念|航天航空|大飞机,,,,,,,,,,,,
688511,电子设备制造,航天航空|西部大开发|传感器|军民融合|军工,,,,,,,,,,,,
688512,半导体,5G概念|通信技术|半导体概念|荣耀概念|物联网,,,,,,,,,,,,
688513,化学制药,创新药|免疫治疗|单抗概念|西部大开发|婴童概念,,,,,,,,,,,,
688515,半导体,车联网(车路云)|铜缆高速连接|国产芯片|小米概念|半导体概念|华为概念|汽车芯片|机器人概念,,,,,,,,,,,,
688516,电源设备,半导体概念|光伏概念|储能概念|锂电池概念|TOPCon电池|电池技术|固态电池,,,,,,,,,,,,
688517,输变电设备,特高压|智能电网|电网概念|半导体概念|充电桩|微盘股,,,,,,,,,,,,
688518,专用设备,储能概念|机器人概念|锂电池概念|电池技术|玻璃基板|固态电池|3D打印|工业母机|苹果概念|新能源车|深圳特区|MicroLED|华为概念|半导体概念,,,,,,,,,,,,
688519,电子设备制造,华为概念|增强现实|PCB|智能穿戴|消费电子概念|虚拟现实,,,,,,,,,,,,
688520,生物医药,重组蛋白|单抗概念|创新药|生物疫苗,,,,,,,,,,,,
688521,半导体,国产芯片|物联网|先进封装|人工智能|半导体概念|AI眼镜|虚拟现实|智能驾驶|上海自贸|数字货币,,,,,,,,,,,,
688522,地面装备,军工|低空经济|AI应用,,,,,,,,,,,,
688523,航空航天装备,卫星互联网|无人机|航天航空|大飞机|军工|军民融合|商业航天,,,,,,,,,,,,
688525,电子设备制造,AIPC|数据中心|汽车芯片|智能穿戴|国产芯片|AI手机|AI眼镜|半导体概念|信创|消费电子概念|阿里概念|存储芯片|机器人概念|先进封装,,,,,,,,,,,,
688526,畜牧业,转基因|农药兽药|合成生物|病毒防治|体外诊断概念|生物疫苗|科创板做市股,,,,,,,,,,,,
688528,通用设备,微盘股|西部大开发|天然气|物联网|油气资源,,,,,,,,,,,,
688529,专用设备,人工智能|燃料电池概念|氢能源|特斯拉概念|电池技术|小米汽车|固态电池|新能源车|机器人概念|人形机器人|锂电池概念|机器视觉,,,,,,,,,,,,
688530,半导体,复合集流体|小金属概念|新材料|半导体概念|光伏概念|HJT电池,,,,,,,,,,,,
688531,专用设备,特斯拉概念|半导体概念|汽车一体化压铸|锂电池概念|电池技术|PCB|人工智能|商业航天,,,,,,,,,,,,
688533,汽车,国产芯片|特斯拉概念,,,,,,,,,,,,
688535,化学新材料,高带宽内存|并购重组概念|半导体概念|先进封装,,,,,,,,,,,,
688536,半导体,汽车芯片|并购重组概念|国产芯片|无人机|5G概念|半导体概念|光通信模块|通信技术,,,,,,,,,,,,
688538,电子器件,OLED|央国企改革|华为概念,,,,,,,,,,,,
688539,电子元件,工业互联网|卫星导航|商业航天|新型工业化|国产芯片|军工|传感器,,,,,,,,,,,,
688543,航空航天装备,央国企改革|航天航空|安防概念|军工|军民融合|商业航天,,,,,,,,,,,,
688545,半导体,央国企改革|半导体概念|中芯概念|有机硅概念,,,,,,,,,,,,
688548,化学制品,粤港自贸|工业气体|半导体概念|氦气概念|华为概念|央国企改革,,,,,,,,,,,,
688549,半导体,半导体概念|工业气体|光刻胶|氟化工概念|中芯概念|高带宽内存,,,,,,,,,,,,
688550,化学制品,新材料|创新药|先进封装|西部大开发|央国企改革|OLED|光刻胶,,,,,,,,,,,,
688551,电源设备,节能环保|新能源车|华为概念|燃料电池概念|半导体概念|光伏概念|IGBT概念|氢能源|电池技术|新能源,,,,,,,,,,,,
688552,航空航天装备,央国企改革|军工|低空经济|安防概念,,,,,,,,,,,,
688553,化学制药,AI制药（医疗）|创新药|西部大开发,,,,,,,,,,,,
688556,电子设备制造,蓝宝石|人形机器人|光伏概念|第三代半导体|半导体概念|机器人概念|减速器,,,,,,,,,,,,
688557,通用设备,跨境电商|数字孪生|电池技术|人工智能|机器视觉|通信技术|快递概念|5G概念|机器人概念|锂电池概念,,,,,,,,,,,,
688558,通用设备,风能|低空经济|机器人概念|半导体概念|工业母机|人形机器人,,,,,,,,,,,,
688559,专用设备,液冷服务器|电池技术|锂电池概念|3D打印|苹果概念|华为概念|先进封装|TOPCon电池|玻璃基板|BC电池|深圳特区|特斯拉概念|固态电池,,,,,,,,,,,,
688560,电源设备,微盘股|锂电池概念|光伏概念|固态电池|电池技术,,,,,,,,,,,,
688561,计算机软件,大数据|军工|DeepSeek概念|物联网|AI应用|国产软件|信创|云计算|网络安全|数字货币|数据安全|人工智能|车联网(车路云)|工业互联网,,,,,,,,,,,,
688562,互联网服务,商业航天|军工|大数据|大飞机|央国企改革|国产软件|互联网服务,,,,,,,,,,,,
688563,航空航天装备,央国企改革|军民融合|机器人概念|军工|航天航空|低空经济|商业航天|大飞机|核能核电,,,,,,,,,,,,
688565,专用设备,核能核电|燃料电池概念|节能环保|微盘股|电池技术|超超临界发电,,,,,,,,,,,,
688566,生物医药,免疫治疗|病毒防治|独家药品|中药概念|机器人概念|创新药|特色药|病原体防治,,,,,,,,,,,,
688567,电源设备,无人机|钠离子电池|电池技术|人形机器人|锂电池概念|飞行汽车(eVTOL)|固态电池|央国企改革|新能源车|储能概念|低空经济,,,,,,,,,,,,
